,date,title,topic,author,path,categories,children,gender_violence,hate_speech,health_disinfo,political_disinfo,safety
370,"Sunday, 11 February 2018",Celebrate the #LunarNewYear with Year of the Dog Emoji,Events,Philip Chua,https://blog.twitter.com/en_us/topics/events/2018/Celebrate-the-LunarNewYear-with-Year-of-the-Dog-Emoji,[],0,0,0,0,0,0
371,"Friday, 9 February 2018",Follow the 2018 Winter @Olympics on Twitter,Events,Jay Bavishi,https://blog.twitter.com/en_us/topics/events/2018/Follow-the-2018-Winter-Olympics-on-Twitter,[],0,0,0,0,0,0
372,"Thursday, 8 February 2018",Twitter Celebrates #SaferInternetDay 2018 ,Company,,https://blog.twitter.com/en_us/topics/company/2018/SaferInternetDay2018,"['health_disinfo', 'safety']",0,0,0,1,0,0
372,"Thursday, 8 February 2018",Twitter Celebrates #SaferInternetDay 2018 ,Company,,https://blog.twitter.com/en_us/topics/company/2018/SaferInternetDay2018,"['health_disinfo', 'safety']",0,0,0,0,0,1
373,"Monday, 5 February 2018",How the @Eagles #SB52 victory played out on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2018/How-the-Eagles-SB52-victory-played-out-on-Twitter,[],0,0,0,0,0,0
374,"Sunday, 4 February 2018",Twitter announces winners of first-ever #BrandBowl,Events,,https://blog.twitter.com/en_us/topics/events/2018/Twitter-Announces-Winners-of-First-Ever-BrandBowl,[],0,0,0,0,0,0
375,"Wednesday, 31 January 2018",How the 2018 #SOTU was Tweeted,Events,Bridget Coyne,https://blog.twitter.com/en_us/topics/events/2018/how-the-2018-sotu-was-tweeted,[],0,0,0,0,0,0
376,"Tuesday, 30 January 2018",Here’s What’s Happening on Twitter for Super Bowl 52,Events,,https://blog.twitter.com/en_us/topics/events/2018/Heres-Whats-Happening-on-Twitter-for-Super-Bowl-52,[],0,0,0,0,0,0
377,"Monday, 29 January 2018",Twitter invites brands to compete in first-ever #BrandBowl,Events,,https://blog.twitter.com/en_us/topics/events/2018/Twitter-Invites-Brands-to-Compete-in-First-Ever-BrandBowl,['health_disinfo'],0,0,0,1,0,0
378,"Monday, 29 January 2018",How the 60th Annual Grammy Awards played out on Twitter,Events,Kevin O'Donnell,https://blog.twitter.com/en_us/topics/events/2018/how-the-60th-annual-grammy-awards-played-out-on-twitter,[],0,0,0,0,0,0
379,"Wednesday, 13 December 2017",Let’s Sign Up. Let’s Explore. Let’s Go Twitter. ,Company,Leslie Berland,https://blog.twitter.com/en_us/topics/company/2017/Lets-Sign-Up-Lets-Explore-Lets-Go-Twitter,['safety'],0,0,0,0,0,1
380,"Tuesday, 12 December 2017",Nice Threads,Product,Sasank Reddy,https://blog.twitter.com/en_us/topics/product/2017/nicethreads,[],0,0,0,0,0,0
381,"Monday, 4 December 2017",Update on the Global Internet Forum to Counter Terrorism ,Events,,https://blog.twitter.com/en_us/topics/events/2017/GIFCTupdate,[],0,0,0,0,0,0
382,"Friday, 1 December 2017",The High Stakes for Net Neutrality,Events,Lauren Culbertson,https://blog.twitter.com/en_us/topics/events/2017/netneutralityupdatedec2017,['safety'],0,0,0,0,0,1
383,"Thursday, 30 November 2017",Twitter Lite in the Google Play Store in 24 more countries,Product,Jesar Shah,https://blog.twitter.com/en_us/topics/product/2017/twitter-lite-in-the-google-play-store-in-24-more-countries,['safety'],0,0,0,0,0,1
384,"Thursday, 30 November 2017",#WorldCupDraw conversation is happening on Twitter,Events,Jay Bavishi,https://blog.twitter.com/en_us/topics/events/2017/WorldCupDraw-conversation-is-happening-on-Twitter,[],0,0,0,0,0,0
385,"Monday, 27 November 2017",#TechWomen17 Is Happening,Events,Elizabeth Deng,https://blog.twitter.com/en_us/topics/events/2017/techwomen2017,[],0,0,0,0,0,0
386,"Friday, 17 November 2017",#TwitterForGood Day Fall 2017,Events,Caroline Barlerin,https://blog.twitter.com/en_us/topics/events/2017/twitterforgoodfall2017,"['children', 'health_disinfo', 'safety']",1,0,0,0,0,0
386,"Friday, 17 November 2017",#TwitterForGood Day Fall 2017,Events,Caroline Barlerin,https://blog.twitter.com/en_us/topics/events/2017/twitterforgoodfall2017,"['children', 'health_disinfo', 'safety']",0,0,0,1,0,0
386,"Friday, 17 November 2017",#TwitterForGood Day Fall 2017,Events,Caroline Barlerin,https://blog.twitter.com/en_us/topics/events/2017/twitterforgoodfall2017,"['children', 'health_disinfo', 'safety']",0,0,0,0,0,1
387,"Wednesday, 15 November 2017",Cryptocurrency: The Discussion on Twitter Keeps Growing,Insights,Jared Podnos,https://blog.twitter.com/en_us/topics/insights/2017/Cryptocurrency-The-Discussion-on-Twitter-Keeps-Growing,[],0,0,0,0,0,0
388,"Friday, 10 November 2017",Twitter’s Contribution to Media Literacy Week,Events,Lucia Gamboa,https://blog.twitter.com/en_us/topics/events/2017/medialiteracyweek2017,"['children', 'safety']",1,0,0,0,0,0
388,"Friday, 10 November 2017",Twitter’s Contribution to Media Literacy Week,Events,Lucia Gamboa,https://blog.twitter.com/en_us/topics/events/2017/medialiteracyweek2017,"['children', 'safety']",0,0,0,0,0,1
389,"Tuesday, 7 November 2017",Tweeting Made Easier,Product,Aliza Rosen,https://blog.twitter.com/en_us/topics/product/2017/tweetingmadeeasier,[],0,0,0,0,0,0
390,"Tuesday, 7 November 2017",Staying connected to #ElectionDay with Twitter,Events,Bridget Coyne,https://blog.twitter.com/en_us/topics/events/2017/electionday2017,['political_disinfo'],0,0,0,0,1,0
391,"Tuesday, 7 November 2017",#HolidayIsHappening: Twitter launches first holiday insights campaign,Insights,X Marketing,https://blog.twitter.com/en_us/topics/insights/2017/HolidayIsHappening-Twitter-Launches-First-Holiday-Insights-Campaign,[],0,0,0,0,0,0
392,"Friday, 3 November 2017",Clarifying the Twitter Rules,Company,,https://blog.twitter.com/en_us/topics/company/2017/Clarifying_The_Twitter_Rules,"['hate_speech', 'political_disinfo', 'safety']",0,0,1,0,0,0
392,"Friday, 3 November 2017",Clarifying the Twitter Rules,Company,,https://blog.twitter.com/en_us/topics/company/2017/Clarifying_The_Twitter_Rules,"['hate_speech', 'political_disinfo', 'safety']",0,0,0,0,1,0
392,"Friday, 3 November 2017",Clarifying the Twitter Rules,Company,,https://blog.twitter.com/en_us/topics/company/2017/Clarifying_The_Twitter_Rules,"['hate_speech', 'political_disinfo', 'safety']",0,0,0,0,0,1
393,"Thursday, 2 November 2017",How the @astros #WorldSeries victory played out on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2017/2017WorldSeriesTwitter,[],0,0,0,0,0,0
394,"Tuesday, 31 October 2017",US Senate Committee on the Judiciary: Opening Remarks,Company,Sean Edgett,https://blog.twitter.com/en_us/topics/company/2017/opening_remarks,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
394,"Tuesday, 31 October 2017",US Senate Committee on the Judiciary: Opening Remarks,Company,Sean Edgett,https://blog.twitter.com/en_us/topics/company/2017/opening_remarks,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
394,"Tuesday, 31 October 2017",US Senate Committee on the Judiciary: Opening Remarks,Company,Sean Edgett,https://blog.twitter.com/en_us/topics/company/2017/opening_remarks,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
395,"Tuesday, 31 October 2017",U.S. Senate Committee on the Judiciary: Opening Remarks,Company,Sean Edgett,https://blog.twitter.com/en_us/topics/company/2017/congressional_hearings_preview,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
395,"Tuesday, 31 October 2017",U.S. Senate Committee on the Judiciary: Opening Remarks,Company,Sean Edgett,https://blog.twitter.com/en_us/topics/company/2017/congressional_hearings_preview,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
395,"Tuesday, 31 October 2017",U.S. Senate Committee on the Judiciary: Opening Remarks,Company,Sean Edgett,https://blog.twitter.com/en_us/topics/company/2017/congressional_hearings_preview,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
396,"Thursday, 26 October 2017",Announcement: RT and Sputnik Advertising,Company,,https://blog.twitter.com/en_us/topics/company/2017/Announcement-RT-and-Sputnik-Advertising,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
396,"Thursday, 26 October 2017",Announcement: RT and Sputnik Advertising,Company,,https://blog.twitter.com/en_us/topics/company/2017/Announcement-RT-and-Sputnik-Advertising,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
396,"Thursday, 26 October 2017",Announcement: RT and Sputnik Advertising,Company,,https://blog.twitter.com/en_us/topics/company/2017/Announcement-RT-and-Sputnik-Advertising,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
397,"Tuesday, 24 October 2017",New transparency for ads on Twitter,Product,Bruce Falck,https://blog.twitter.com/en_us/topics/product/2017/New-Transparency-For-Ads-on-Twitter,[],0,0,0,0,0,0
398,"Friday, 20 October 2017",How policy changes work,Company,,https://blog.twitter.com/en_us/topics/company/2017/HowPolicyChangesWork,['safety'],0,0,0,0,0,1
399,"Thursday, 19 October 2017","Introducing #Fuel, here to power your next creative campaign",Product,Stacy Minero,https://blog.twitter.com/en_us/topics/product/2017/Introducing-Fuel-here-to-power-your-next-creative-campaign,[],0,0,0,0,0,0
400,"Thursday, 19 October 2017",A calendar of our safety work ,Company,,https://blog.twitter.com/en_us/topics/company/2017/safetycalendar,['safety'],0,0,0,0,0,1
401,"Tuesday, 17 October 2017",Make your videos work harder with the Video Website Card,Product,Sean Huang,https://blog.twitter.com/en_us/topics/product/2017/Make-your-videos-work-harder-with-the-Video-Website-Card,[],0,0,0,0,0,0
402,"Tuesday, 17 October 2017",Inside the 2017-18 @NBA season on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2017/Insidethe201718NBAseasononTwitter,[],0,0,0,0,0,0
403,"Thursday, 12 October 2017",Twitter partners with Cybersmile on inaugural #TweetForACause initiative,Company,Cybersmile Foundation,https://blog.twitter.com/en_us/topics/company/2017/niche_cybersmile,[],0,0,0,0,0,0
404,"Wednesday, 4 October 2017",#Promote Innovation Challenge: Announcing the 2017 Winners,Events,Jillian Blazejewski,https://blog.twitter.com/en_us/topics/events/2017/Promote-Innovation-Challenge-Announcing-the-2017-Winners,[],0,0,0,0,0,0
405,"Monday, 2 October 2017","During #HispanicHeritage, immigration is ‘what’s happening’",Company,Andrea Pereira,https://blog.twitter.com/en_us/topics/company/2017/HispanicHeritage2017,[],0,0,0,0,0,0
406,"Thursday, 28 September 2017",Update: Russian interference in the 2016 US presidential election,Company,,https://blog.twitter.com/en_us/topics/company/2017/Update-Russian-Interference-in-2016--Election-Bots-and-Misinformation,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
406,"Thursday, 28 September 2017",Update: Russian interference in the 2016 US presidential election,Company,,https://blog.twitter.com/en_us/topics/company/2017/Update-Russian-Interference-in-2016--Election-Bots-and-Misinformation,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
406,"Thursday, 28 September 2017",Update: Russian interference in the 2016 US presidential election,Company,,https://blog.twitter.com/en_us/topics/company/2017/Update-Russian-Interference-in-2016--Election-Bots-and-Misinformation,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
407,"Wednesday, 27 September 2017",Empowering Freedom of Expression for National Voter Registration Day,Events,Bridget Coyne,https://blog.twitter.com/en_us/topics/events/2017/national-voter-reg-day-2017,['political_disinfo'],0,0,0,0,1,0
408,"Tuesday, 26 September 2017",Giving you more characters to express yourself ,Product,Aliza Rosen,https://blog.twitter.com/en_us/topics/product/2017/Giving-you-more-characters-to-express-yourself,[],0,0,0,0,0,0
409,"Friday, 22 September 2017",Guest blogpost: Inferring Jakarta Commuting Statistics from Twitter Data,Events,,https://blog.twitter.com/en_us/topics/events/2017/PulseLabJakarta,['health_disinfo'],0,0,0,1,0,0
410,"Tuesday, 19 September 2017","New data, new insights: Twitter’s latest #Transparency Report",Company,Twitter Public Policy,https://blog.twitter.com/en_us/topics/company/2017/new-data-insights-twitters-latest-transparency-report,[],0,0,0,0,0,0
411,"Sunday, 17 September 2017",How the 2017 #Emmys lit up Twitter,Events,Rebecca Bienstock,https://blog.twitter.com/en_us/topics/events/2017/how-the-2017-emmys-lit-up-twitter,[],0,0,0,0,0,0
412,"Wednesday, 30 August 2017",#Ferguson - Three Years On,Events,Twitter Blackbirds,https://blog.twitter.com/en_us/topics/events/2017/ferguson-third-anniversary,"['health_disinfo', 'political_disinfo']",0,0,0,1,0,0
412,"Wednesday, 30 August 2017",#Ferguson - Three Years On,Events,Twitter Blackbirds,https://blog.twitter.com/en_us/topics/events/2017/ferguson-third-anniversary,"['health_disinfo', 'political_disinfo']",0,0,0,0,1,0
413,"Sunday, 27 August 2017",The 2017 #VMAs according to Tweets,Events,Kevin O'Donnell,https://blog.twitter.com/en_us/topics/events/2017/the-vmas-according-to-tweets,[],0,0,0,0,0,0
414,"Thursday, 24 August 2017",Who Run The World? Girls.,Events,Twitter Women,https://blog.twitter.com/en_us/topics/events/2017/gwc2017,[],0,0,0,0,0,0
415,"Wednesday, 23 August 2017",The hashtag at 10 years young,Product,,https://blog.twitter.com/en_us/topics/product/2017/the-hashtag-at-ten-years-young,[],0,0,0,0,0,0
416,"Monday, 31 July 2017",Global Internet Forum to Counter Terrorism to hold first meeting ,Insights,X,https://blog.twitter.com/en_us/topics/insights/2017/Global-Internet-Forum-to-Counter-Terrorism-to-hold-first-meeting,[],0,0,0,0,0,0
417,"Thursday, 20 July 2017",Our Safety Work: Results Update,Product,Ed Ho,https://blog.twitter.com/en_us/topics/product/2017/Our-Safety-Work-Results-Update,['safety'],0,0,0,0,0,1
418,"Thursday, 20 July 2017",#PrideIsHappening,Events,Blair Hunter,https://blog.twitter.com/en_us/topics/events/2017/prideishappening,['safety'],0,0,0,0,0,1
419,"Thursday, 13 July 2017",#SheInspiresMe: An Original Work ,Company,Leslie Berland,https://blog.twitter.com/en_us/topics/company/2017/she-inspires-me-an-original-work,[],0,0,0,0,0,0
420,"Tuesday, 11 July 2017",Join the Fight for #NetNeutrality,Company,Lauren Culbertson,https://blog.twitter.com/en_us/topics/company/2017/Join-the-Fight-for-NetNeutrality,"['hate_speech', 'safety']",0,0,1,0,0,0
420,"Tuesday, 11 July 2017",Join the Fight for #NetNeutrality,Company,Lauren Culbertson,https://blog.twitter.com/en_us/topics/company/2017/Join-the-Fight-for-NetNeutrality,"['hate_speech', 'safety']",0,0,0,0,0,1
421,"Wednesday, 28 June 2017",Finance Tweets of the Month: June 2017,Insights,Jared Podnos,https://blog.twitter.com/en_us/topics/insights/2017/Finance-Tweets-of-the-Month-June-2017,[],0,0,0,0,0,0
422,"Tuesday, 27 June 2017",Here’s what happened on Twitter during #Ramadan and #Eid,Events,,https://blog.twitter.com/en_us/topics/events/2017/Eid2017,"['health_disinfo', 'safety']",0,0,0,1,0,0
422,"Tuesday, 27 June 2017",Here’s what happened on Twitter during #Ramadan and #Eid,Events,,https://blog.twitter.com/en_us/topics/events/2017/Eid2017,"['health_disinfo', 'safety']",0,0,0,0,0,1
423,"Monday, 26 June 2017",Global Internet Forum to Counter Terrorism,Company,Twitter Public Policy,https://blog.twitter.com/en_us/topics/company/2017/Global-Internet-Forum-to-Counter-Terrorism,"['hate_speech', 'safety']",0,0,1,0,0,0
423,"Monday, 26 June 2017",Global Internet Forum to Counter Terrorism,Company,Twitter Public Policy,https://blog.twitter.com/en_us/topics/company/2017/Global-Internet-Forum-to-Counter-Terrorism,"['hate_speech', 'safety']",0,0,0,0,0,1
424,"Wednesday, 21 June 2017",Our First Trust & Safety Council Summit,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2017/Our-First-Trust-Safety-Council-Summit,"['hate_speech', 'safety']",0,0,1,0,0,0
424,"Wednesday, 21 June 2017",Our First Trust & Safety Council Summit,Company,Del Harvey,https://blog.twitter.com/en_us/topics/company/2017/Our-First-Trust-Safety-Council-Summit,"['hate_speech', 'safety']",0,0,0,0,0,1
425,"Monday, 19 June 2017",#SeeEverySide,Company,Leslie Berland,https://blog.twitter.com/en_us/topics/company/2017/see-every-side,['safety'],0,0,0,0,0,1
426,"Thursday, 15 June 2017",Check out our new look!,Product,Grace Kim,https://blog.twitter.com/en_us/topics/product/2017/Check-out-our-new-look,[],0,0,0,0,0,0
427,"Wednesday, 14 June 2017",Our approach to bots and misinformation ,Company,Colin Crowell ,https://blog.twitter.com/en_us/topics/company/2017/Our-Approach-Bots-Misinformation,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
427,"Wednesday, 14 June 2017",Our approach to bots and misinformation ,Company,Colin Crowell ,https://blog.twitter.com/en_us/topics/company/2017/Our-Approach-Bots-Misinformation,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
427,"Wednesday, 14 June 2017",Our approach to bots and misinformation ,Company,Colin Crowell ,https://blog.twitter.com/en_us/topics/company/2017/Our-Approach-Bots-Misinformation,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
428,"Tuesday, 13 June 2017",Businesses can now add buttons to drive actions in Direct Messages,Product,,https://blog.twitter.com/en_us/topics/product/2017/Businesses-can-now-add-buttons-to-drive-actions-in-Direct-Messages,[],0,0,0,0,0,0
429,"Tuesday, 13 June 2017",How the @warriors dominant #NBAFinals run happened on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2017/How-the-warriors-dominant-NBAFinals-run-happened-on-Twitter,[],0,0,0,0,0,0
430,"Wednesday, 7 June 2017",Consumer Insights for Finance with Twitter Data,Insights,Jared Podnos,https://blog.twitter.com/en_us/topics/insights/2017/Consumer-Insights-for-Finance-with-Twitter-Data,['safety'],0,0,0,0,0,1
431,"Wednesday, 7 June 2017",Does Baseball’s No-Hitter Jinx Exist?,Insights,Elaine Filadelfo,https://blog.twitter.com/en_us/topics/insights/2017/Does-Baseball-No-Hitter-Jinx-Exist,[],0,0,0,0,0,0
432,"Thursday, 1 June 2017",Twitter NeighborNest Turns Two,Events,,https://blog.twitter.com/en_us/topics/events/2017/neighbornestturnstwo,"['children', 'health_disinfo']",1,0,0,0,0,0
432,"Thursday, 1 June 2017",Twitter NeighborNest Turns Two,Events,,https://blog.twitter.com/en_us/topics/events/2017/neighbornestturnstwo,"['children', 'health_disinfo']",0,0,0,1,0,0
433,"Thursday, 1 June 2017",The #NBAFinals are set to tip off on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2017/The-NBAFinals-are-set-to-tip-off-on-Twitter,[],0,0,0,0,0,0
434,"Friday, 26 May 2017",Here's what's happening for #Ramadan on Twitter,Events,,https://blog.twitter.com/en_us/topics/events/2017/Ramadan,['health_disinfo'],0,0,0,1,0,0
435,"Tuesday, 23 May 2017",Drive discovery of bots and other customer experiences in Direct Message,Product,Travis Lull,https://blog.twitter.com/en_us/topics/product/2017/Drive-Discovery-of-Personalized-Customer-Experiences-in-Direct-Messages,[],0,0,0,0,0,0
436,"Wednesday, 17 May 2017",Building new data controls and updating our privacy policy,Product,X,https://blog.twitter.com/en_us/topics/product/2017/Building-new-data-controls-and-updating-our-privacy-policy,[],0,0,0,0,0,0
437,"Friday, 12 May 2017",#TwitterForGood Day,Events,Caroline Barlerin,https://blog.twitter.com/en_us/topics/events/2017/TwitterForGood-Day,"['children', 'health_disinfo', 'safety']",1,0,0,0,0,0
437,"Friday, 12 May 2017",#TwitterForGood Day,Events,Caroline Barlerin,https://blog.twitter.com/en_us/topics/events/2017/TwitterForGood-Day,"['children', 'health_disinfo', 'safety']",0,0,0,1,0,0
437,"Friday, 12 May 2017",#TwitterForGood Day,Events,Caroline Barlerin,https://blog.twitter.com/en_us/topics/events/2017/TwitterForGood-Day,"['children', 'health_disinfo', 'safety']",0,0,0,0,0,1
438,"Tuesday, 9 May 2017",#NuggsForCarter is now the most Retweeted Tweet of all time,Events,X,https://blog.twitter.com/en_us/topics/events/2017/-nuggsforcarter-is-now-the-most-retweeted-tweet-of-all-time,['children'],1,0,0,0,0,0
439,"Wednesday, 3 May 2017",#PressFreedom 2017,Events,Colin Crowell ,https://blog.twitter.com/en_us/topics/events/2017/-pressfreedom-2017,[],0,0,0,0,0,0
440,"Wednesday, 3 May 2017",Finance Tweets of the Month: April 2017,Insights,Jared Podnos,https://blog.twitter.com/en_us/topics/insights/2017/finance-tweets-of-the-month--april-2017,['political_disinfo'],0,0,0,0,1,0
441,"Tuesday, 2 May 2017",New premium video content coming to Twitter,Product,Matt Derella,https://blog.twitter.com/en_us/topics/product/2017/new-premium-video-content-coming-to-twitter,[],0,0,0,0,0,0
442,"Tuesday, 18 April 2017",How In-Stream Video Ads on Twitter help marketers tell their story,Events,Mo Al Adham,https://blog.twitter.com/en_us/topics/events/2017/how-in-stream-video-ads-on-twitter-help-marketers-tell-their-sto,['safety'],0,0,0,0,0,1
443,"Monday, 10 April 2017",Introducing Custom Hearts: a New Way to Amplify Your Campaign,Product,Mike Folgner,https://blog.twitter.com/en_us/topics/product/2017/introducing-custom-hearts-a-new-way-to-amplify-your-campaign,[],0,0,0,0,0,0
444,"Monday, 10 April 2017",Helping brand marketers measure the impact of their advertising,Insights,Ivan Santana,https://blog.twitter.com/en_us/topics/insights/2017/helping-brand-marketers-measure-the-impact-of-their-advertising,[],0,0,0,0,0,0
445,"Thursday, 6 April 2017",Introducing Twitter Lite,Product,Patrick Traughber,https://blog.twitter.com/en_us/topics/product/2017/introducing-twitter-lite,[],0,0,0,0,0,0
446,"Wednesday, 5 April 2017",Step to the plate with @MLB on Twitter,Events,TJ Adeshola,https://blog.twitter.com/en_us/topics/events/2017/step-to-the-plate-with-mlb-on-twitter,[],0,0,0,0,0,0
447,"Tuesday, 4 April 2017",How North Carolina’s #NationalChampionship victory played out on Twitter,Events, David Herman,https://blog.twitter.com/en_us/topics/events/2017/how-north-carolinas-nationalchampionship-victory-played-out-on-t,[],0,0,0,0,0,0
448,"Monday, 3 April 2017",Businesses can now share and request locations in Direct Messages,Product,Ian Cairns,https://blog.twitter.com/en_us/topics/product/2017/businesses-can-now-share-and-request-locations-in-direct-message,[],0,0,0,0,0,0
449,"Friday, 31 March 2017",Rethinking our default profile photo,Product,Twitter Design,https://blog.twitter.com/en_us/topics/product/2017/rethinking-our-default-profile-photo,[],0,0,0,0,0,0
450,"Thursday, 30 March 2017",Now on Twitter: 140 characters for your replies,Product,Sasank Reddy,https://blog.twitter.com/en_us/topics/product/2017/now-on-twitter-140-characters-for-your-replies,[],0,0,0,0,0,0
451,"Thursday, 30 March 2017",The journey to the #FinalFour happened on Twitter,Events, David Herman,https://blog.twitter.com/en_us/topics/events/2017/the-journey-to-the-finalfour-happened-on-twitter,[],0,0,0,0,0,0
452,"Tuesday, 28 March 2017",Expanding Pre-Roll Ads to Periscope Video,Product,Mike Folgner,https://blog.twitter.com/en_us/topics/product/2017/expanding-pre-roll-ads-to-periscope-video,['safety'],0,0,0,0,0,1
453,"Tuesday, 21 March 2017",Our tenth Twitter #Transparency Report,Company,Jeremy Kessel,https://blog.twitter.com/en_us/topics/company/2017/our-tenth-twitter-transparency-report,['political_disinfo'],0,0,0,0,1,0
454,"Wednesday, 15 March 2017",#MarchMadness is happening on Twitter,Events, David Herman,https://blog.twitter.com/en_us/topics/events/2017/marchmadness-is-happening-on-twitter,[],0,0,0,0,0,0
455,"Thursday, 9 March 2017",140journos partners with Twitter to promote online safety & citizen jour,Company,Engin Onder,https://blog.twitter.com/en_us/topics/company/2017/140journos-partners-with-twitter,"['political_disinfo', 'safety']",0,0,0,0,1,0
455,"Thursday, 9 March 2017",140journos partners with Twitter to promote online safety & citizen jour,Company,Engin Onder,https://blog.twitter.com/en_us/topics/company/2017/140journos-partners-with-twitter,"['political_disinfo', 'safety']",0,0,0,0,0,1
456,"Wednesday, 8 March 2017",#SheInspiresMe: Celebrating International Women’s Day,Events,Elaine Filadelfo,https://blog.twitter.com/en_us/topics/events/2017/sheinspiresme--celebrating-international-womens-day,"['gender_violence', 'safety']",0,1,0,0,0,0
456,"Wednesday, 8 March 2017",#SheInspiresMe: Celebrating International Women’s Day,Events,Elaine Filadelfo,https://blog.twitter.com/en_us/topics/events/2017/sheinspiresme--celebrating-international-womens-day,"['gender_violence', 'safety']",0,0,0,0,0,1
457,"Monday, 6 March 2017",Twitter at #MWC17: Here’s what happened,Events,X Marketing,https://blog.twitter.com/en_us/topics/events/2017/twitter-at-mwc17-heres-what-happened,[],0,0,0,0,0,0
458,"Wednesday, 1 March 2017",Our Latest Update on Safety,Product,Ed Ho,https://blog.twitter.com/en_us/topics/product/2017/our-latest-update-on-safety,['safety'],0,0,0,0,0,1
459,"Wednesday, 22 February 2017",Personalize customer experiences in Direct Messages,Product,Ian Cairns,https://blog.twitter.com/en_us/topics/product/2017/personalize-customer-experiences-in-direct-messages,[],0,0,0,0,0,0
460,"Wednesday, 22 February 2017",Twitter at #MWC17: It’s What’s Happening,Events,Bruce Daisley,https://blog.twitter.com/en_us/topics/events/2017/twitter-at-mwc17-its-whats-happening,[],0,0,0,0,0,0
461,"Friday, 17 February 2017","#NBAAllStar on Twitter: Emojis, MVP fan vote, and more",Events,,https://blog.twitter.com/en_us/topics/events/2017/nbaallstar-on-twitter-emojis-mvp-fan-vote-and-more,[],0,0,0,0,0,0
462,"Friday, 10 February 2017",#LoveHappens on Twitter,Events,Joel Lunenfeld,https://blog.twitter.com/en_us/topics/events/2017/lovehappens-on-twitter,"['hate_speech', 'safety']",0,0,1,0,0,0
462,"Friday, 10 February 2017",#LoveHappens on Twitter,Events,Joel Lunenfeld,https://blog.twitter.com/en_us/topics/events/2017/lovehappens-on-twitter,"['hate_speech', 'safety']",0,0,0,0,0,1
463,"Tuesday, 7 February 2017",An Update on Safety,Product,Ed Ho,https://blog.twitter.com/en_us/topics/product/2017/an-update-on-safety,['safety'],0,0,0,0,0,1
464,"Monday, 6 February 2017",How the @Patriots #SB51 victory conversation happened live on Twitter,Events,Andrew Barge,https://blog.twitter.com/en_us/topics/events/2017/how-the-patriots-sb51-victory-conversation-happened-live-on-twitter,[],0,0,0,0,0,0
465,"Monday, 6 February 2017",The brands that won this year’s #SuperBowl,Events,Stacy Minero,https://blog.twitter.com/en_us/topics/events/2017/the-brands-that-won-this-years-superbowl,[],0,0,0,0,0,0
466,"Friday, 3 February 2017",Twitter marks Data Privacy Day with events in the US and Europe,Company,,https://blog.twitter.com/en_us/topics/company/2017/twitter-marks-data-privacy-day-with-events-in-the-us-and-europe,"['political_disinfo', 'safety']",0,0,0,0,1,0
466,"Friday, 3 February 2017",Twitter marks Data Privacy Day with events in the US and Europe,Company,,https://blog.twitter.com/en_us/topics/company/2017/twitter-marks-data-privacy-day-with-events-in-the-us-and-europe,"['political_disinfo', 'safety']",0,0,0,0,0,1
467,"Thursday, 2 February 2017",Your #SB51 how-to-follow guide: @AtlantaFalcons vs. @Patriots,Events,Andrew Barge,https://blog.twitter.com/en_us/topics/events/2017/your-sb51-how-to-follow-guide-atlantafalcons-vs-patriots,[],0,0,0,0,0,0
468,"Monday, 30 January 2017",See how the #65thMissUniverse competition happened on Twitter,Events, Pratiksha Rao,https://blog.twitter.com/en_us/topics/events/2017/see-how-the-65thmissuniverse-competition-happened-on-twitter,[],0,0,0,0,0,0
469,"Monday, 30 January 2017",The #AusOpen smashes it again on Twitter,Events,Jonno Simpson,https://blog.twitter.com/en_us/topics/events/2017/the-ausopen-smashes-it-again-on-twitter,[],0,0,0,0,0,0
470,"Friday, 27 January 2017",#Transparency update: Twitter discloses national security letters,Company,Elizabeth Banker,https://blog.twitter.com/en_us/topics/company/2017/transparency-update-twitter-discloses-national-security-letters,[],0,0,0,0,0,0
