,date,title,topic,author,path,categories,children,gender_violence,hate_speech,health_disinfo,political_disinfo,safety
145,"Tuesday, 13 October 2020",The 2020 New Zealand election is happening on Twitter,Company,Kara Hinesley,https://blog.twitter.com/en_us/topics/company/2020/nz-election-2020,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
145,"Tuesday, 13 October 2020",The 2020 New Zealand election is happening on Twitter,Company,Kara Hinesley,https://blog.twitter.com/en_us/topics/company/2020/nz-election-2020,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
146,"Friday, 9 October 2020",Additional steps we're taking ahead of the 2020 US Election,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2020/2020-election-changes,"['political_disinfo', 'safety']",0,0,0,0,1,0
146,"Friday, 9 October 2020",Additional steps we're taking ahead of the 2020 US Election,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2020/2020-election-changes,"['political_disinfo', 'safety']",0,0,0,0,0,1
147,"Thursday, 8 October 2020",Disclosing networks to our state-linked information operations archive,Company,,https://blog.twitter.com/en_us/topics/company/2020/disclosing-removed-networks-to-our-archive-of-state-linked-information,['safety'],0,0,0,0,0,1
148,"Thursday, 1 October 2020",Transparency around image cropping and changes to come ,Product,Parag Agrawal,https://blog.twitter.com/en_us/topics/product/2020/transparency-image-cropping,[],0,0,0,0,0,0
149,"Wednesday, 30 September 2020",Inclusion & Diversity Report September 2020: #BlackLivesMatter,Company,,https://blog.twitter.com/en_us/topics/company/2020/inclusion-and-diversity-report-blacklivesmatter-september-2020,"['hate_speech', 'children', 'health_disinfo']",0,0,1,0,0,0
149,"Wednesday, 30 September 2020",Inclusion & Diversity Report September 2020: #BlackLivesMatter,Company,,https://blog.twitter.com/en_us/topics/company/2020/inclusion-and-diversity-report-blacklivesmatter-september-2020,"['hate_speech', 'children', 'health_disinfo']",1,0,0,0,0,0
149,"Wednesday, 30 September 2020",Inclusion & Diversity Report September 2020: #BlackLivesMatter,Company,,https://blog.twitter.com/en_us/topics/company/2020/inclusion-and-diversity-report-blacklivesmatter-september-2020,"['hate_speech', 'children', 'health_disinfo']",0,0,0,1,0,0
150,"Thursday, 24 September 2020",Our continued work to keep Twitter secure ,Company,Parag Agrawal,https://blog.twitter.com/en_us/topics/company/2020/our-continued-work-to-keep-twitter-secure,"['political_disinfo', 'safety']",0,0,0,0,1,0
150,"Thursday, 24 September 2020",Our continued work to keep Twitter secure ,Company,Parag Agrawal,https://blog.twitter.com/en_us/topics/company/2020/our-continued-work-to-keep-twitter-secure,"['political_disinfo', 'safety']",0,0,0,0,0,1
151,"Thursday, 24 September 2020",Celebrating the power of young people through #YouthLead,Company,,https://blog.twitter.com/en_us/topics/company/2020/celebratingthepowerofyoungpeoplethroughyouthlead,"['health_disinfo', 'safety']",0,0,0,1,0,0
151,"Thursday, 24 September 2020",Celebrating the power of young people through #YouthLead,Company,,https://blog.twitter.com/en_us/topics/company/2020/celebratingthepowerofyoungpeoplethroughyouthlead,"['health_disinfo', 'safety']",0,0,0,0,0,1
152,"Tuesday, 22 September 2020",Empowering US voters on National Voter Registration Day,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2020/empowering-US-voters,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
152,"Tuesday, 22 September 2020",Empowering US voters on National Voter Registration Day,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2020/empowering-US-voters,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
152,"Tuesday, 22 September 2020",Empowering US voters on National Voter Registration Day,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2020/empowering-US-voters,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
153,"Monday, 21 September 2020",Celebrating 10 years of #KpopTwitter,Insights,YeonJeong Kim,https://blog.twitter.com/en_us/topics/insights/2020/Celebrating10yearsofKpopTwitter,[],0,0,0,0,0,0
154,"Thursday, 17 September 2020",Improved account security during the 2020 US election,Company,,https://blog.twitter.com/en_us/topics/company/2020/Improved-Account-Security-2020-US-Election,"['political_disinfo', 'safety']",0,0,0,0,1,0
154,"Thursday, 17 September 2020",Improved account security during the 2020 US election,Company,,https://blog.twitter.com/en_us/topics/company/2020/Improved-Account-Security-2020-US-Election,"['political_disinfo', 'safety']",0,0,0,0,0,1
155,"Tuesday, 15 September 2020",Helping you find accurate US Election News and Information,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2020/2020-election-news,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
155,"Tuesday, 15 September 2020",Helping you find accurate US Election News and Information,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2020/2020-election-news,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
155,"Tuesday, 15 September 2020",Helping you find accurate US Election News and Information,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2020/2020-election-news,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
156,"Thursday, 10 September 2020",Expanding our policies to further protect the civic conversation,Company,,https://blog.twitter.com/en_us/topics/company/2020/civic-integrity-policy-update,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
156,"Thursday, 10 September 2020",Expanding our policies to further protect the civic conversation,Company,,https://blog.twitter.com/en_us/topics/company/2020/civic-integrity-policy-update,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
156,"Thursday, 10 September 2020",Expanding our policies to further protect the civic conversation,Company,,https://blog.twitter.com/en_us/topics/company/2020/civic-integrity-policy-update,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
157,"Wednesday, 9 September 2020",Amplifying #SuicidePrevention resources on Twitter,Company,Monique Meche,https://blog.twitter.com/en_us/topics/company/2020/amplifying-suicideprevention-resources-on-twitter,"['health_disinfo', 'safety']",0,0,0,1,0,0
157,"Wednesday, 9 September 2020",Amplifying #SuicidePrevention resources on Twitter,Company,Monique Meche,https://blog.twitter.com/en_us/topics/company/2020/amplifying-suicideprevention-resources-on-twitter,"['health_disinfo', 'safety']",0,0,0,0,0,1
158,"Wednesday, 2 September 2020",Making Twitter more accessible,Company,,https://blog.twitter.com/en_us/topics/company/2020/making-twitter-more-accessible,[],0,0,0,0,0,0
159,"Tuesday, 1 September 2020",Building a real-time golf leaderboard,Insights,John Demos,https://blog.twitter.com/en_us/topics/insights/2020/building-a-real-time-golf-leaderboard,[],0,0,0,0,0,0
160,"Tuesday, 1 September 2020",Adding more context to Trends,Product,Liz Lee,https://blog.twitter.com/en_us/topics/product/2020/adding-more-context-to-trends,[],0,0,0,0,0,0
161,"Monday, 31 August 2020",How LikeFolio Gains Financial Insights for Investors with Twitter Data,Insights,Sushil Trivedi,https://blog.twitter.com/en_us/topics/insights/2020/how-likefolio-gains-unique-financial-insights-for-investors-with-twitter,[],0,0,0,0,0,0
162,"Wednesday, 19 August 2020",Introducing the new Twitter Transparency Center,Company,X,https://blog.twitter.com/en_us/topics/company/2020/new-transparency-center,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0,0
162,"Wednesday, 19 August 2020",Introducing the new Twitter Transparency Center,Company,X,https://blog.twitter.com/en_us/topics/company/2020/new-transparency-center,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
162,"Wednesday, 19 August 2020",Introducing the new Twitter Transparency Center,Company,X,https://blog.twitter.com/en_us/topics/company/2020/new-transparency-center,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
162,"Wednesday, 19 August 2020",Introducing the new Twitter Transparency Center,Company,X,https://blog.twitter.com/en_us/topics/company/2020/new-transparency-center,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
163,"Wednesday, 19 August 2020",Supporting policy change and service reform through Twitter data,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2020/Supporting-policy-change-and-service-reform-through-Twitter-data,['children'],1,0,0,0,0,0
164,"Thursday, 13 August 2020",Embracing modern customer care without upsetting your CFO,Insights,Jen Brown,https://blog.twitter.com/en_us/topics/insights/2020/embracing-modern-customer-care-without-upsetting-your-cfo,[],0,0,0,0,0,0
165,"Tuesday, 11 August 2020","New conversation settings, coming to a Tweet near you",Product,Suzanne Xie,https://blog.twitter.com/en_us/topics/product/2020/new-conversation-settings-coming-to-a-tweet-near-you,['safety'],0,0,0,0,0,1
166,"Thursday, 6 August 2020",New labels for government and state-affiliated media accounts,Product,,https://blog.twitter.com/en_us/topics/product/2020/new-labels-for-government-and-state-affiliated-media-accounts,[],0,0,0,0,0,0
167,"Wednesday, 5 August 2020",Twitter insights on gaming and esports for the first half of 2020,Insights,Rishi Chadha,https://blog.twitter.com/en_us/topics/insights/2020/gaming_esports_twitter_insights_first_half_2020,['safety'],0,0,0,0,0,1
168,"Saturday, 18 July 2020",An update on our security incident,Company,X,https://blog.twitter.com/en_us/topics/company/2020/an-update-on-our-security-incident,['safety'],0,0,0,0,0,1
169,"Wednesday, 24 June 2020",Using data from the conversation on Twitter to help detect wildfires,Insights,Jim Moffitt ,https://blog.twitter.com/en_us/topics/insights/2020/data-from-the-conversation-on-twitter-to-help-detect-wildfires,[],0,0,0,0,0,0
170,"Tuesday, 23 June 2020",Lockdown 2020 - what social data can tell us about what’s next,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2020/lockdown-2020-what-social-data-can-tell-us-about-what-s-next,[],0,0,0,0,0,0
171,"Wednesday, 17 June 2020","Your Tweet, your voice ",Product,Maya Patterson,https://blog.twitter.com/en_us/topics/product/2020/your-tweet-your-voice,[],0,0,0,0,0,0
172,"Monday, 15 June 2020",Talking #MentalHealthAwareness on Twitter with our global partners ,Company,Twitter Public Policy,https://blog.twitter.com/en_us/topics/company/2020/talking-mental-health-awareness-on-twitter,"['children', 'health_disinfo', 'safety']",1,0,0,0,0,0
172,"Monday, 15 June 2020",Talking #MentalHealthAwareness on Twitter with our global partners ,Company,Twitter Public Policy,https://blog.twitter.com/en_us/topics/company/2020/talking-mental-health-awareness-on-twitter,"['children', 'health_disinfo', 'safety']",0,0,0,1,0,0
172,"Monday, 15 June 2020",Talking #MentalHealthAwareness on Twitter with our global partners ,Company,Twitter Public Policy,https://blog.twitter.com/en_us/topics/company/2020/talking-mental-health-awareness-on-twitter,"['children', 'health_disinfo', 'safety']",0,0,0,0,0,1
173,"Friday, 12 June 2020",Disclosing networks of state-linked information operations we’ve removed,Company,,https://blog.twitter.com/en_us/topics/company/2020/information-operations-june-2020,['safety'],0,0,0,0,0,1
174,"Thursday, 4 June 2020",Allyship right now: #BlackLivesMatter,Company,Marium R. Qureshi,https://blog.twitter.com/en_us/topics/company/2020/allyship-right-now-black-lives-matter,"['hate_speech', 'safety']",0,0,1,0,0,0
174,"Thursday, 4 June 2020",Allyship right now: #BlackLivesMatter,Company,Marium R. Qureshi,https://blog.twitter.com/en_us/topics/company/2020/allyship-right-now-black-lives-matter,"['hate_speech', 'safety']",0,0,0,0,0,1
175,"Wednesday, 27 May 2020",Inclusion & Diversity Report May 2020: Principles during a pandemic,Company,,https://blog.twitter.com/en_us/topics/company/2020/inclusion-and-diversity-report-may-2020,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0,0
175,"Wednesday, 27 May 2020",Inclusion & Diversity Report May 2020: Principles during a pandemic,Company,,https://blog.twitter.com/en_us/topics/company/2020/inclusion-and-diversity-report-may-2020,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
175,"Wednesday, 27 May 2020",Inclusion & Diversity Report May 2020: Principles during a pandemic,Company,,https://blog.twitter.com/en_us/topics/company/2020/inclusion-and-diversity-report-may-2020,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
175,"Wednesday, 27 May 2020",Inclusion & Diversity Report May 2020: Principles during a pandemic,Company,,https://blog.twitter.com/en_us/topics/company/2020/inclusion-and-diversity-report-may-2020,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
176,"Tuesday, 26 May 2020",#KeepItOn: Making your voice heard to end Internet shutdowns ,Company,Monique Meche,https://blog.twitter.com/en_us/topics/company/2020/keep-it-on-making-your-voice-heard-to-end-internet-shutdowns,"['health_disinfo', 'safety']",0,0,0,1,0,0
176,"Tuesday, 26 May 2020",#KeepItOn: Making your voice heard to end Internet shutdowns ,Company,Monique Meche,https://blog.twitter.com/en_us/topics/company/2020/keep-it-on-making-your-voice-heard-to-end-internet-shutdowns,"['health_disinfo', 'safety']",0,0,0,0,0,1
177,"Wednesday, 20 May 2020","Testing, testing ... new conversation settings",Product,Suzanne Xie,https://blog.twitter.com/en_us/topics/product/2020/testing-new-conversation-settings,[],0,0,0,0,0,0
178,"Monday, 18 May 2020",Bot or not? The facts about platform manipulation on Twitter,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2020/bot-or-not,"['hate_speech', 'health_disinfo', 'safety']",0,0,1,0,0,0
178,"Monday, 18 May 2020",Bot or not? The facts about platform manipulation on Twitter,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2020/bot-or-not,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,1,0,0
178,"Monday, 18 May 2020",Bot or not? The facts about platform manipulation on Twitter,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2020/bot-or-not,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,0,0,1
179,"Thursday, 14 May 2020",Why social data is key for brands in COVID-19,Insights,Kim Wu,https://blog.twitter.com/en_us/topics/insights/2020/why-social-data-is-key-for-brands-in-COVID-19,['health_disinfo'],0,0,0,1,0,0
180,"Tuesday, 12 May 2020",Keeping our employees and partners safe during #coronavirus,Company,Jennifer Christie,https://blog.twitter.com/en_us/topics/company/2020/keeping-our-employees-and-partners-safe-during-coronavirus,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,1,0,0,0
180,"Tuesday, 12 May 2020",Keeping our employees and partners safe during #coronavirus,Company,Jennifer Christie,https://blog.twitter.com/en_us/topics/company/2020/keeping-our-employees-and-partners-safe-during-coronavirus,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
180,"Tuesday, 12 May 2020",Keeping our employees and partners safe during #coronavirus,Company,Jennifer Christie,https://blog.twitter.com/en_us/topics/company/2020/keeping-our-employees-and-partners-safe-during-coronavirus,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
180,"Tuesday, 12 May 2020",Keeping our employees and partners safe during #coronavirus,Company,Jennifer Christie,https://blog.twitter.com/en_us/topics/company/2020/keeping-our-employees-and-partners-safe-during-coronavirus,"['hate_speech', 'health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
181,"Monday, 11 May 2020",#TwitterForGood Day goes remote,Company,,https://blog.twitter.com/en_us/topics/company/2020/twitter-for-good-2020,['safety'],0,0,0,0,0,1
182,"Monday, 11 May 2020",Updating our approach to misleading information,Product,Yoel Roth,https://blog.twitter.com/en_us/topics/product/2020/updating-our-approach-to-misleading-information,['health_disinfo'],0,0,0,1,0,0
183,"Monday, 27 April 2020",Serving the public conversation during #KoreanElection2020 amid COVID-19,Company,Chenie Yoon,https://blog.twitter.com/en_us/topics/company/2020/korean-election-2020,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
183,"Monday, 27 April 2020",Serving the public conversation during #KoreanElection2020 amid COVID-19,Company,Chenie Yoon,https://blog.twitter.com/en_us/topics/company/2020/korean-election-2020,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
183,"Monday, 27 April 2020",Serving the public conversation during #KoreanElection2020 amid COVID-19,Company,Chenie Yoon,https://blog.twitter.com/en_us/topics/company/2020/korean-election-2020,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
184,"Wednesday, 22 April 2020",Commemorating the 50th Earth Day,Company,,https://blog.twitter.com/en_us/topics/company/2020/earth-day-2020,"['health_disinfo', 'safety']",0,0,0,1,0,0
184,"Wednesday, 22 April 2020",Commemorating the 50th Earth Day,Company,,https://blog.twitter.com/en_us/topics/company/2020/earth-day-2020,"['health_disinfo', 'safety']",0,0,0,0,0,1
185,"Tuesday, 24 March 2020",Protecting and supporting journalists during COVID-19,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2020/giving-back-covid-19,"['health_disinfo', 'safety']",0,0,0,1,0,0
185,"Tuesday, 24 March 2020",Protecting and supporting journalists during COVID-19,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2020/giving-back-covid-19,"['health_disinfo', 'safety']",0,0,0,0,0,1
186,"Wednesday, 18 March 2020",The journey to social intelligence,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2020/the-journey-to-social-intelligence0,['health_disinfo'],0,0,0,1,0,0
187,"Monday, 16 March 2020",An update on our continuity strategy during COVID-19,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2020/An-update-on-our-continuity-strategy-during-COVID-19,"['children', 'health_disinfo', 'safety']",1,0,0,0,0,0
187,"Monday, 16 March 2020",An update on our continuity strategy during COVID-19,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2020/An-update-on-our-continuity-strategy-during-COVID-19,"['children', 'health_disinfo', 'safety']",0,0,0,1,0,0
187,"Monday, 16 March 2020",An update on our continuity strategy during COVID-19,Company,Vijaya Gadde,https://blog.twitter.com/en_us/topics/company/2020/An-update-on-our-continuity-strategy-during-COVID-19,"['children', 'health_disinfo', 'safety']",0,0,0,0,0,1
188,"Wednesday, 11 March 2020",Brand communications in time of crisis,Company,Alex Josephson,https://blog.twitter.com/en_us/topics/company/2020/Brand-communications-in-time-of-crisis,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
188,"Wednesday, 11 March 2020",Brand communications in time of crisis,Company,Alex Josephson,https://blog.twitter.com/en_us/topics/company/2020/Brand-communications-in-time-of-crisis,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
188,"Wednesday, 11 March 2020",Brand communications in time of crisis,Company,Alex Josephson,https://blog.twitter.com/en_us/topics/company/2020/Brand-communications-in-time-of-crisis,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
189,"Wednesday, 11 March 2020",Inclusion & Diversity Report March 2020,Company,,https://blog.twitter.com/en_us/topics/company/2020/Inclusion-and-Diversity-Report-March-2020,[],0,0,0,0,0,0
190,"Wednesday, 11 March 2020",Our #DataForGood partnership with New Zealand's NCPACS,Company,Kara Hinesley,https://blog.twitter.com/en_us/topics/company/2020/christchurch-otago-nspacs,"['hate_speech', 'health_disinfo', 'safety']",0,0,1,0,0,0
190,"Wednesday, 11 March 2020",Our #DataForGood partnership with New Zealand's NCPACS,Company,Kara Hinesley,https://blog.twitter.com/en_us/topics/company/2020/christchurch-otago-nspacs,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,1,0,0
190,"Wednesday, 11 March 2020",Our #DataForGood partnership with New Zealand's NCPACS,Company,Kara Hinesley,https://blog.twitter.com/en_us/topics/company/2020/christchurch-otago-nspacs,"['hate_speech', 'health_disinfo', 'safety']",0,0,0,0,0,1
191,"Monday, 9 March 2020",Five powerful women in data MarTech,Insights,Kim Wu,https://blog.twitter.com/en_us/topics/insights/2020/five-powerful-women-in-data-martech,[],0,0,0,0,0,0
192,"Wednesday, 4 March 2020",Stepping up our work to protect the public conversation around Covid-19,Company,Twitter Public Policy,https://blog.twitter.com/en_us/topics/company/2020/stepping-up-our-work-to-protect-the-public-conversation-around-covid-19,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
192,"Wednesday, 4 March 2020",Stepping up our work to protect the public conversation around Covid-19,Company,Twitter Public Policy,https://blog.twitter.com/en_us/topics/company/2020/stepping-up-our-work-to-protect-the-public-conversation-around-covid-19,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
192,"Wednesday, 4 March 2020",Stepping up our work to protect the public conversation around Covid-19,Company,Twitter Public Policy,https://blog.twitter.com/en_us/topics/company/2020/stepping-up-our-work-to-protect-the-public-conversation-around-covid-19,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
193,"Friday, 14 February 2020",Why business IQ is not enough in the era of the relationship economy,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2020/why-business-iq-is-not-enough-in-the-era-of-the-relationship-economy,[],0,0,0,0,0,0
194,"Tuesday, 11 February 2020",US Census search prompt launch & efforts to support Census conversations,Company,Kevin Kane,https://blog.twitter.com/en_us/topics/company/2020/us-census-search-prompt,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
194,"Tuesday, 11 February 2020",US Census search prompt launch & efforts to support Census conversations,Company,Kevin Kane,https://blog.twitter.com/en_us/topics/company/2020/us-census-search-prompt,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
194,"Tuesday, 11 February 2020",US Census search prompt launch & efforts to support Census conversations,Company,Kevin Kane,https://blog.twitter.com/en_us/topics/company/2020/us-census-search-prompt,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
195,"Tuesday, 11 February 2020",#SaferInternetDay 2020: Creating a better internet for all,Events,Katy Minshall ,https://blog.twitter.com/en_us/topics/events/2020/safer-internet-day-2020-creating-a-better-internet-for-all,"['health_disinfo', 'safety']",0,0,0,1,0,0
195,"Tuesday, 11 February 2020",#SaferInternetDay 2020: Creating a better internet for all,Events,Katy Minshall ,https://blog.twitter.com/en_us/topics/events/2020/safer-internet-day-2020-creating-a-better-internet-for-all,"['health_disinfo', 'safety']",0,0,0,0,0,1
196,"Monday, 10 February 2020",Looking ahead in 2020: Twitter Data Partners weigh in,Insights,,https://blog.twitter.com/en_us/topics/insights/2020/looking-ahead-to-2020-twitter-data-partners-weigh-in,[],0,0,0,0,0,0
197,"Tuesday, 4 February 2020",Building rules in public: Our approach to synthetic & manipulated media,Company,Yoel Roth,https://blog.twitter.com/en_us/topics/company/2020/new-approach-to-synthetic-and-manipulated-media,['safety'],0,0,0,0,0,1
198,"Monday, 3 February 2020",How the @Chiefs #SuperBowl victory played out on Twitter,Events,TJ Adeshola,https://blog.twitter.com/en_us/topics/events/2020/How-the-Chiefs-SuperBowl-victory-played-out-on-Twitter,[],0,0,0,0,0,0
199,"Thursday, 30 January 2020",Topics: Behind the Tweets ,Product,Savannah Badalich,https://blog.twitter.com/en_us/topics/product/2020/topics-behind-the-tweets,"['health_disinfo', 'safety']",0,0,0,1,0,0
199,"Thursday, 30 January 2020",Topics: Behind the Tweets ,Product,Savannah Badalich,https://blog.twitter.com/en_us/topics/product/2020/topics-behind-the-tweets,"['health_disinfo', 'safety']",0,0,0,0,0,1
200,"Wednesday, 29 January 2020",Helping the world find credible information about novel #coronavirus,Company,Jun Chu,https://blog.twitter.com/en_us/topics/company/2020/authoritative-information-about-novel-coronavirus,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
200,"Wednesday, 29 January 2020",Helping the world find credible information about novel #coronavirus,Company,Jun Chu,https://blog.twitter.com/en_us/topics/company/2020/authoritative-information-about-novel-coronavirus,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
200,"Wednesday, 29 January 2020",Helping the world find credible information about novel #coronavirus,Company,Jun Chu,https://blog.twitter.com/en_us/topics/company/2020/authoritative-information-about-novel-coronavirus,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
201,"Friday, 17 January 2020",#KpopTwitter rises to the top with 6.1 billion global Tweets in 2019,Events,YeonJeong Kim,https://blog.twitter.com/en_us/topics/events/2020/KpopTwitter-rises-to-the-top-with-6-1-billion-global-tweets-in-2019,[],0,0,0,0,0,0
202,"Wednesday, 8 January 2020",Is 2020 the year of prediction?,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2020/is-2020-the-year-of-prediction,[],0,0,0,0,0,0
203,"Tuesday, 7 January 2020",2019 Gaming on Twitter,Events,Rishi Chadha,https://blog.twitter.com/en_us/topics/events/2019/2019-gaming-on-twitter,[],0,0,0,0,0,0
204,"Monday, 6 January 2020",Twitter announces Promoted Trend Spotlight goes global,Product,Austin Evers,https://blog.twitter.com/en_us/topics/product/2020/twitter-announces-promoted-trend-spotlight-goes-global,[],0,0,0,0,0,0
205,"Monday, 6 January 2020",An update of our work around #Taiwan2020,Company,X,https://blog.twitter.com/en_us/topics/company/2020/An-update-of-our-work-around-Taiwan2020,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
205,"Monday, 6 January 2020",An update of our work around #Taiwan2020,Company,X,https://blog.twitter.com/en_us/topics/company/2020/An-update-of-our-work-around-Taiwan2020,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
205,"Monday, 6 January 2020",An update of our work around #Taiwan2020,Company,X,https://blog.twitter.com/en_us/topics/company/2020/An-update-of-our-work-around-Taiwan2020,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
206,"Friday, 20 December 2019", New disclosures to our archive of state-backed information operations,Company,,https://blog.twitter.com/en_us/topics/company/2019/new-disclosures-to-our-archive-of-state-backed-information-operations,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,1,0,0
206,"Friday, 20 December 2019", New disclosures to our archive of state-backed information operations,Company,,https://blog.twitter.com/en_us/topics/company/2019/new-disclosures-to-our-archive-of-state-backed-information-operations,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,1,0
206,"Friday, 20 December 2019", New disclosures to our archive of state-backed information operations,Company,,https://blog.twitter.com/en_us/topics/company/2019/new-disclosures-to-our-archive-of-state-backed-information-operations,"['health_disinfo', 'political_disinfo', 'safety']",0,0,0,0,0,1
207,"Tuesday, 17 December 2019",The state of social intelligence: 2019 year in review,Insights,Joe Rice,https://blog.twitter.com/en_us/topics/insights/2019/the-state-of-social-intelligence-2019-year-in-review,['health_disinfo'],0,0,0,1,0,0
208,"Tuesday, 17 December 2019",Inclusion & Diversity Report December 2019,Company,,https://blog.twitter.com/en_us/topics/company/2019/inclusion-and-diversity-report-december-2019,"['children', 'health_disinfo', 'safety']",1,0,0,0,0,0
208,"Tuesday, 17 December 2019",Inclusion & Diversity Report December 2019,Company,,https://blog.twitter.com/en_us/topics/company/2019/inclusion-and-diversity-report-december-2019,"['children', 'health_disinfo', 'safety']",0,0,0,1,0,0
208,"Tuesday, 17 December 2019",Inclusion & Diversity Report December 2019,Company,,https://blog.twitter.com/en_us/topics/company/2019/inclusion-and-diversity-report-december-2019,"['children', 'health_disinfo', 'safety']",0,0,0,0,0,1
209,"Friday, 13 December 2019",The top 10 brands that make people happier on Twitter,Insights,Rachel Alvarez,https://blog.twitter.com/en_us/topics/insights/2019/the-top-10-brands-that-make-people-happier-on-twitter,[],0,0,0,0,0,0
210,"Friday, 13 December 2019",Strengthening our Trust and Safety Council,Company,,https://blog.twitter.com/en_us/topics/company/2019/strengthening-our-trust-and-safety-council,"['health_disinfo', 'safety']",0,0,0,1,0,0
210,"Friday, 13 December 2019",Strengthening our Trust and Safety Council,Company,,https://blog.twitter.com/en_us/topics/company/2019/strengthening-our-trust-and-safety-council,"['health_disinfo', 'safety']",0,0,0,0,0,1
211,"Thursday, 12 December 2019",Helping identify 2020 US election candidates on Twitter,Company,Bridget Coyne,https://blog.twitter.com/en_us/topics/company/2019/helping-identify-2020-us-election-candidates-on-twitter,"['political_disinfo', 'safety']",0,0,0,0,1,0
